"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1989","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","35.7",""
"SURVEY","1989","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","27.8",""
"SURVEY","1989","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37.4",""
"SURVEY","1989","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37.1",""
"SURVEY","1989","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","29.1",""
"SURVEY","1989","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","44.1",""
"SURVEY","1989","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","26.7",""
"SURVEY","1989","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","66.7",""
"SURVEY","1989","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","7.3",""
"SURVEY","1989","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","43.3",""
"SURVEY","1989","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","32",""
"SURVEY","1989","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","22.4",""
"SURVEY","1989","YEAR","","STATE","OHIO","39","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","49.8",""
"SURVEY","1989","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","21.1",""
"SURVEY","1989","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","56.7",""
"SURVEY","1989","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36.2",""
"SURVEY","1989","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","38.8",""
"SURVEY","1989","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","21.4",""
"SURVEY","1989","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1989","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","9",""
"SURVEY","1989","YEAR","","STATE","UTAH","49","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31.3",""
"SURVEY","1989","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","46.2",""
"SURVEY","1989","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","1989","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","20",""
"SURVEY","1988","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","78.4",""
"SURVEY","1988","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1988","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","50.4",""
"SURVEY","1988","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","33.6",""
"SURVEY","1988","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37.4",""
"SURVEY","1988","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","62.2",""
"SURVEY","1988","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","41.7",""
"SURVEY","1988","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31.7",""
"SURVEY","1988","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37.3",""
"SURVEY","1988","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36.9",""
"SURVEY","1988","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","50.1",""
"SURVEY","1988","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","20.5",""
"SURVEY","1988","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","41.4",""
"SURVEY","1988","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1988","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","12.7",""
"SURVEY","1988","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","60.9",""
"SURVEY","1988","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","13.4",""
"SURVEY","1988","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","52.1",""
"SURVEY","1988","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","47",""
"SURVEY","1988","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","11.2",""
"SURVEY","1988","YEAR","","STATE","OHIO","39","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1988","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","64.8",""
"SURVEY","1988","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","51.5",""
"SURVEY","1988","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","43.8",""
"SURVEY","1988","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","10.5",""
"SURVEY","1988","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","41",""
"SURVEY","1988","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","14.2",""
"SURVEY","1988","YEAR","","STATE","UTAH","49","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36.8",""
"SURVEY","1988","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","57.8",""
"SURVEY","1988","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37.5",""
"SURVEY","1988","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","34.3",""
"SURVEY","1988","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","19.4",""
"SURVEY","1987","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","21.1",""
"SURVEY","1987","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","88",""
"SURVEY","1987","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","1987","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","70.8",""
"SURVEY","1987","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1987","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","24.2",""
"SURVEY","1987","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","25.9",""
"SURVEY","1987","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","71.2",""
"SURVEY","1987","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","46.4",""
"SURVEY","1987","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","34.2",""
"SURVEY","1987","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","32.3",""
"SURVEY","1987","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","22",""
"SURVEY","1987","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","39.8",""
"SURVEY","1987","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31.5",""
"SURVEY","1987","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","39.4",""
"SURVEY","1987","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","1987","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1987","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","15.5",""
"SURVEY","1987","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","40.3",""
"SURVEY","1987","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36.8",""
"SURVEY","1987","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","28.9",""
"SURVEY","1987","YEAR","","STATE","OHIO","39","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","54.8",""
"SURVEY","1987","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","62.6",""
"SURVEY","1987","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","41.9",""
"SURVEY","1987","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","29.2",""
"SURVEY","1987","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","32",""
"SURVEY","1987","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","1987","YEAR","","STATE","UTAH","49","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","42.3",""
"SURVEY","1987","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","35.2",""
"SURVEY","1987","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","54.8",""
"SURVEY","1987","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","38",""
"SURVEY","1987","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36.2",""
"SURVEY","1987","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","26.4",""
"SURVEY","1986","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","1986","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","88.7",""
"SURVEY","1986","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","38",""
"SURVEY","1986","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","70.6",""
"SURVEY","1986","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","28.5",""
"SURVEY","1986","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","38.2",""
"SURVEY","1986","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","26.4",""
"SURVEY","1986","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","24.1",""
"SURVEY","1986","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","57.8",""
"SURVEY","1986","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","33.4",""
"SURVEY","1986","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","29.3",""
"SURVEY","1986","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","20.3",""
"SURVEY","1986","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","30.6",""
"SURVEY","1986","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","42.6",""
"SURVEY","1986","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","1986","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","24.8",""
"SURVEY","1986","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","17.9",""
"SURVEY","1986","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","27.7",""
"SURVEY","1986","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","68.8",""
"SURVEY","1986","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","32.3",""
"SURVEY","1986","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","14.1",""
"SURVEY","1986","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","46",""
"SURVEY","1986","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","30.4",""
"SURVEY","1986","YEAR","","STATE","OHIO","39","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","1986","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","20.4",""
"SURVEY","1986","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","54.6",""
"SURVEY","1986","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","42.1",""
"SURVEY","1986","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","23.1",""
"SURVEY","1986","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","26.8",""
"SURVEY","1986","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","25",""
"SURVEY","1986","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","1986","YEAR","","STATE","UTAH","49","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36.1",""
"SURVEY","1986","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","31.7",""
"SURVEY","1986","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","46.2",""
"SURVEY","1986","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","36",""
"SURVEY","1986","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","50.3",""
"SURVEY","1986","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","24.6",""
"SURVEY","1985","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","25.6",""
"SURVEY","1985","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","86",""
"SURVEY","1985","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","28",""
"SURVEY","1985","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","77.8",""
"SURVEY","1985","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","1985","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","45.9",""
"SURVEY","1985","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","27.5",""
"SURVEY","1985","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","26.9",""
"SURVEY","1985","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT - YIELD, MEASURED IN BU / NET PLANTED ACRE","TOTAL","NOT SPECIFIED","48.9",""
